CommunityName;BeachName;BeachCountrycode;BeachRegionalSea;BeachLength_m;BeachLocation;BeachType;EventDate;EventType;NatRef;lon_x1;lat_y1;lon_x2;lat_y2;;G1;G3;G4;G5;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G40;G41;G42;G43;G44;G45;G46;G47;G49;G50;G52;G53;G54;G56;G57;G58;G59;G60;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G76;G77;G79;G80;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G95;G96;G97;G98;G99;G100;G101;G102;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G137;G138;G139;G140;G141;G142;G143;G144;G145;G147;G148;G150;G151;G152;G153;G154;G155;G156;G158;G159;G160;G161;G162;G163;G164;G165;G166;G167;G171;G172;G174;G175;G176;G177;G178;G179;G180;G181;G182;G184;G186;G187;G188;G189;G190;G191;G193;G194;G195;G198;G199;G200;G201;G202;G203;G204;G205;G206;G207;G208;G210;G211;G213;CLASSE
Mare Nostrum;Costine?ti;RO;Black Sea;103;Rural;Sandy;20161010;Monitoring;RO000003;28.640.460.000.133.600;43.954.879.999.913.400;28.640.060.000.100.500;439.539.999.997.667;;;;40;;44;25;;41;7;2;;;;;;;;72;35;12;10;47;4;1528;2;;186;11;6;52;13;131;8;2;;;;;;;;;1;5;;9;3;;;;;;;;;1;6;2;;;;;;16;3;;35;;14;;;;;;;4;;;;1;5;;;;;2;;1;4;3;1;;;;;;;3;14;2;2;1;;;1;;2;23;;13;4;4;21;86;7;;;297;7;;23;;;;;;;24;3;;40;2;;41;;;;;;8;;;;;3;;;1;6;;102;;;;3;;;;;1;1;;POLUIDO
Mare Nostrum;Eforie;RO;Black Sea;105;Urban;Sandy;20160411;Monitoring;RO000004;28.644.980.000.148.100;4.404.619.999.975.250;2.864.536.000.008.970;4.404.529.999.972.280;;;;39;2;2;11;;4;;;;2;;;;;;46;8;4;1;3;2;38;6;;;;;13;3;14;;;;;;;;;;;;9;;15;2;;;;;;;;;;1;1;;;;;;25;;;91;;20;;;;;;;1;;;;;21;;1;1;2;1;;;22;4;;;;;;10;;3;1;1;;;;;;;2;44;;;;;3;1;;;;16;1;;19;;;;;;;;;1;1;;2;3;;;;;;;;;;;7;;;;4;;114;;1;;22;;;;;;2;;POLUIDO
Mare Nostrum;Eforie;RO;Black Sea;105;Urban;Sandy;20161011;Monitoring;RO000004;28.644.980.000.148.100;4.404.619.999.975.250;2.864.536.000.008.970;4.404.529.999.972.280;;;4;32;1;3;2;;4;;1;2;;;;;;;138;56;47;16;17;6;3578;7;2;69;100;29;11;11;71;5;;;;;;;;;;2;4;;;;;;;;;;;;1;12;3;;;;;;12;2;;298;;6;;;;;2;;2;;;;1;75;;;;3;3;;;19;3;;;;;;3;;;2;6;1;;;;4;;2;39;1;3;;;3;14;2;;;15;1;;10;;;;3;;;19;;;6;;2;16;;;;;;4;;;;2;3;;;;18;;30;4;;;59;;;;;3;5;;POLUIDO
Perseus;Flora Mamaia;RO;Black Sea;194;Urban;Sandy;20161127;Monitoring;;28.630.026.266.636.200;442.288.669.132.257;28.629.170.350.036.900;44.230.505.368.745.000;;;8;2;;20;38;6;5;;;5;;;;;;;8;;;;6;;8;;;11;;;8;4;3;;;;;;;;;;;;2;;1;;;;;;;;;;;;;;;;;;;4;;;;3;;;;;;;;;;;;1;;;;;;;;3;;;;;;;;;;;;;;;;;;;4;8;;;;;;;;;;;;;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;LIMPO
Mare Nostrum;Mamaia ;RO;Black Sea;107;Urban;Sandy;20160412;Cleanup;RO000006;28.622.359.999.984.100;4.428.097.999.981.380;28.622.220.000.242.000;4.428.001.999.978.300;;;;221;5;18;13;3;1;3;1;;4;;;;;;77;2;6;5;;1;36;4;;;;5;17;4;27;1;;1;1;;;;;;;;65;;1;;;;;;;;;;;6;;;;1;;;41;;;196;;9;;;;;;;1;;;;;18;;;1;1;1;;;55;;;;;;;1;;;6;3;;;;1;7;;;34;;6;1;1;1;1;;;;16;5;;43;;;;;;;;;;7;1;;12;;;;;;1;;;;;22;;;;13;;50;;1;1;14;;;;;;1;;POLUIDO
Mare Nostrum;Mamaia ;RO;Black Sea;107;Urban;Sandy;20161012;Cleanup;RO000006;28.622.359.999.984.100;4.428.097.999.981.380;28.622.220.000.242.000;4.428.001.999.978.300;;;1;141;1;9;1;;13;1;;;;;;;2;;100;16;11;25;34;8;1738;2;1;152;31;15;35;9;103;29;5;;;;;;;;;7;2;;3;;;;;;1;;;;;12;6;;;;;;24;;;143;;11;;;;;8;;1;;;;4;3;;1;1;1;;;;6;9;3;;;;;4;;;28;11;1;;;;5;;;48;1;7;;;9;25;1;;;30;1;;58;;;;3;;;93;8;;13;1;;30;;;2;1;;5;;;;;83;;2;;54;;36;1;;;87;;;;;;;;POLUIDO
Mare Nostrum;N?vodari;RO;Black Sea;100;Urban;Sandy;20160412;Cleanup;RO000007;28.630.480.000.296.400;44.310.210.000.190.800;2.863.005.000.012.610;4.430.936.000.021.030;;;2;149;14;6;12;;1;;1;13;;;;;;;17;;7;5;2;2;7;1;2;4;;4;26;3;22;6;;;;;;;;;;;39;;5;;;;;;;3;;;;;;;;;;;17;;;93;;8;;;;;;;;;;;;7;;;;1;3;;;98;2;;;;;;2;;;7;5;;;;;13;;1;24;;;;;4;1;;;;4;6;;4;;;;;;;;;;19;2;;2;;;;;;1;;;;;6;;;;11;;11;;;;34;;;;;;;;POLUIDO
Mare Nostrum;N?vodari;RO;Black Sea;100;Urban;Sandy;20161012;Cleanup;RO000007;28.630.480.000.296.400;44.310.210.000.190.800;2.863.005.000.012.610;4.430.936.000.021.030;;;15;336;3;17;23;;30;11;;;;;;;;;294;23;38;16;32;12;574;2;4;459;20;17;144;11;122;14;13;;;;;;;;;53;92;7;;;1;;;;;1;;;1;6;1;;;;;;29;;;97;1;3;;;;;4;;;;;;;1;;;;1;1;;;7;2;1;;;;;3;;;24;25;;;;;27;;5;63;;27;;2;11;32;8;;;85;;;21;;;;;;;26;;1;55;1;;15;;;;;;;;;;;12;2;1;1;15;6;137;;1;;464;;;;;;2;;POLUIDO
Mare Nostrum;Saturn;RO;Black Sea;102;Urban;Sandy;20160411;Monitoring;RO000002;2.859.050.999.982.030;4.383.461.000.009.310;28.590.550.000.003.300;43.833.689.999.753.800;;;;88;3;5;4;;2;1;;1;;;;;;;34;2;;9;1;3;28;1;;1;;;19;10;78;14;;;;;;;;;;;15;;;;;;;;;;;;;5;;;;;;;10;;;42;;24;;;;;;;2;;;;;3;;;;;;;;24;;;;;;;2;;;5;4;;;;1;1;;;17;;1;;1;2;1;;;;23;1;;29;;;;;;;;1;;16;;4;5;;;;;;;;;;;2;;;;9;;34;;;;4;;;;;;1;;POLUIDO
Mare Nostrum;Saturn;RO;Black Sea;102;Urban;Sandy;20161010;Monitoring;RO000002;2.859.050.999.982.030;4.383.461.000.009.310;28.590.550.000.003.300;43.833.689.999.753.800;;;3;64;2;7;6;;12;1;;1;;;;;;;40;1;4;7;14;2;956;6;1;120;15;19;37;20;223;136;2;;;;;;;;;5;9;;1;;;;;;;;;;;23;4;;;;;;10;16;1;30;;2;;;;;6;1;;;;;;10;;;;;;;;18;1;;;1;;;;;1;20;10;15;;;;10;;;56;3;15;;;9;72;;;;146;1;;31;;;;8;;1;26;;;12;;3;27;;;;;;;;;;;16;;;;49;;41;1;;2;25;;;;;;1;1;POLUIDO
Perseus;Vadu ;RO;Black Sea;3443;Rural;Sandy;20161016;Monitoring;;28.769.620.912.544.700;4.443.132.959.152.200;2.879.679.705.284.540;44.455.488.514.632.500;;1;2;;;23;78;2;5;;;;1;;;;;;7;;;;5;;23;;;2;;;8;2;1;;;3;;;;;3;;;2;1;;1;;1;;;;;;;;;;;;;;;;2;2;;;;1;;;;;;;;;;;;2;4;;;;;;;1;;;;;;;;;4;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;POLUIDO
Mare Nostrum;Vama Veche;RO;Black Sea;102;Rural;Sandy;20161010;Monitoring;RO000001;2.857.783.000.020.890;4.374.860.000.011.900;28.578.289.999.618.100;4.374.773.999.987.760;;;;14;;4;2;;;;;;;;;;;;15;2;2;;5;;276;;;20;1;1;6;1;41;1;;;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;2;;;2;;4;;;;;;;2;;;;;;;;;;1;;;3;;;;;;;;;;1;2;;;;;1;;;3;1;1;;;2;2;1;;;24;2;;3;;;;;;;1;;;;;2;3;;;;;;;;;;;;;;;1;;11;;;;1;;;;;;1;;POLUIDO
Perseus;Vama Veche — 2 Mai;RO;Black Sea;2511;Rural;Other (mixed);20161024;Monitoring;;28.581.889.211.195.100;43.778.359.533.659.500;28.576.387.040.859.600;4.375.610.958.515.000;;;6;12;;30;47;3;6;;;;4;;;;;;4;;;;3;3;35;;;7;;;;3;6;;;;;;;;4;;;;2;;2;;;;;2;;;;;;;;;;;;;2;8;;;;5;;;;;;;;;;;;2;;;;;;;;4;;;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;POLUIDO
Perseus;Vama Veche — 2 Mai;RO;Black Sea;2511;Rural;Other (mixed);20160813;Cleanup;;28.581.889.211.195.100;43.778.359.533.659.500;28.576.387.040.859.600;4.375.610.958.515.000;;5;4;2;;23;57;3;8;;;;;;;;;;17;;;;11;8;104;;;7;;;12;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;4;6;;;;9;;;;;;;;;;;;2;;;;;;;7;4;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;1;;;;;;;;;;;;74;;;;;;;;;;;;;;;;;;;;62;;;;;;;;2;;;;POLUIDO
Perseus;Vama Veche — 2 Mai;RO;Black Sea;2511;Rural;Other (mixed);20160718;Cleanup;;28.581.889.211.195.100;43.778.359.533.659.500;28.576.387.040.859.600;4.375.610.958.515.000;;12;12;12;;48;33;;4;12;;8;;;;;;;14;;;;18;;98;;;10;;;;6;2;;;;;;;;2;;;;5;;5;;;;;;;;;;;;;;;;;;11;7;;;;11;;;;;;;;;;;;8;10;;;;;;;11;;;;;;5;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;POLUIDO
CleanPiterCoast;Lahta;RU;Baltic Sea;107;Urban;Other (mixed);20161015;Monitoring;;3.014.859.505.809.730;599.881.316.215.059;30.146.677.940.093.300;5.998.824.686.707.950;;;28;17;50;7;3;;1;;1;;;;1;;;;6;1;;;2;;3;;;23;;8;11;18;;;;3;2;;1;;;;;;1;;;;;;;1;;;;;;1;3;;;;;;3;;;2;;33;1;;1;;4;;1;;;;;1;54;;;;5;;;13;;1;;;;;2;;5;6;1;;;;;4;;33;72;;1;;;3;2;;;17;10;;1;1;;;;;;;1;;;9;2;5;6;6;;;;1;;;;;;1;;;;11;1;63;10;;1;6;;;;21;14;3;;POLUIDO
EMBLAS;Loo;RU;Black Sea;84;Urban;Pebbels;20161007;Cleanup;;39.604.243.999.707.500;4.367.158.299.970.030;3.960.474.599.984.780;4.367.092.400.022.000;;9;5;36;1;2;34;4;4;3;2;10;;;;1;;5;2;1;;11;25;5;201;12;;32;8;3;57;17;14;;3;15;5;;5;;;;;4;3;2;;;5;;;5;;7;;;;9;7;1;;;8;;;7;2;13;;20;1;;1;;6;;11;2;;;;;23;;3;9;1;1;;5;;1;;2;;;;;;;;;1;1;;3;;;8;;;;20;14;6;;;12;6;3;;4;;;;2;;;;6;2;27;4;4;49;;1;;;;8;;;;;11;;;;32;6;45;;;4;7;;;;;;2;;POLUIDO
Keep Sweden Tidy;Mälarhusen;SE;Baltic Sea;570;Rural;Sandy;20161102;Monitoring;;1.423.637.750.232.820;5.543.485.733.622.690;14.233.545.594.836.100;5.542.998.734.749.820;;;0;0;;2;0;1;0;;;3;;;;;0;;1;;;;;;0;;;2;;;;2;0;;;;;;;;0;;;;0;0;2;1;0;;;1;;;;;;1;;;;;;;1;0;;;;3;;;;;;;;;;;;0;;;;;;;;0;;;1;;;;;;;;;;;;1;;;;0;;;;;;2;;;;2;;;1;;;;;;;;1;;;;;;1;;;;;;;;;;1;;;;;;3;;;;;;0;;1;;;;POLUIDO
Keep Sweden Tidy;Rullsand;SE;Baltic Sea;3598;Near river mouth;Sandy;20161018;Monitoring;;1.764.454.247.951.590;60.640.876.366.374.000;1.758.038.404.374.600;6.064.853.425.606.460;;;0;0;0;0;0;;0;;;0;0;0;;;0;;1;0;0;0;1;0;2;0;;0;0;0;1;1;0;;;0;0;;;;;;;0;1;0;0;0;0;;;1;;0;0;0;0;0;0;0;;0;0;;0;0;;6;0;1;;;;;0;;;;;;0;0;1;;0;;;;;0;;;;;;;;;;;0;;;;;0;;;0;0;0;0;0;0;0;0;;0;0;0;0;1;;;;0;;;0;0;;0;0;2;0;0;;;;;;;;;;;;;0;1;0;0;;;;;;;;0;;;0;POLUIDO
DeFishGear - Slovenia;Fiesa-Jezero (Lake);SI;Mediterranean Sea;137;Urban;Pebbels;20160225;Cleanup;;13.580.978.632.102.600;4.552.409.711.812.780;13.582.652.331.817.500;45.524.487.986.381.600;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LIMPO
DeFishGear - Slovenia;Fiesa-Jezero (Lake);SI;Mediterranean Sea;137;Urban;Pebbels;20160225;Cleanup;;13.580.978.632.102.600;4.552.409.711.812.780;13.582.652.331.817.500;45.524.487.986.381.600;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LIMPO
DeFishGear - Slovenia;MLW Month_Izola;SI;Mediterranean Sea;103;Urban;Pebbels;20160917;Monitoring;;13.644.119.380.860.200;4.553.189.938.426.870;13.645.301.111.023.200;455.323.117.050.819;;;1;;;;;;15;;;;;;;;;;29;;;;2;;2900;1;;;1;;;2;8;;;;;;;;;;;;2;;;;;;;;;;;;;2;;;;;;;;;;88;;6;;;;;;;;;;;;3;;;;;;;;;14;;;;;;;;;;7;;;;;;;;;;;;;;;;;6;;;;;;;;4;;;;;;6;;4;23;;;;;;;;;;;;;;;;;;;;;1;;;;13;;15;;LIMPO
DeFishGear - Slovenia;test;SI;Mediterranean Sea;101;Urban;Pebbels;20160831;Cleanup;;1.356.836.410.081.080;4.551.779.832.649.140;13.568.028.023.995.000;45.518.677.460.699.500;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LIMPO
GEO BSMARINELITTER;Sarpi-2016;TR;Black Sea;50;Urban;Pebbels;20161018;Monitoring;;4.154.837.099.991.000;4.152.276.399.984.180;41.548.280.272.761.200;4.152.231.870.319.650;;;14;;;1;;;9;;5;;;;;;;;113;;;8;;17;30;3;;120;4;4;1;;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;9;;;20;72;;;;;;;;;5;5;;;;;;;;;;3;11;;;;;;9;;;;5;;;29;10;;;;;18;;;;;;;9;4;;;;;;;;;;;;;;;11;1;;1;98;1;;;4;;;;4;;;;;35;4;6;;;;5;11;;;18;;;;12;;;;POLUIDO
gBqsPxAZ;Ballyhenry bay;UK;North-east Atlantic Ocean;551;Rural;Other (mixed);20160912;Cleanup;;-5.569.882.557.686.520;5.439.072.555.792.400;-5.561.317.938.021.030;54.390.304.947.614.500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LIMPO
gBqsPxAZ;Ballyhenry bay;UK;North-east Atlantic Ocean;551;Rural;Other (mixed);20160911;Cleanup;;-5.569.882.557.686.520;5.439.072.555.792.400;-5.561.317.938.021.030;54.390.304.947.614.500;;;1;2;1;134;47;6;14;;3;;1;;1;4;;;37;;18;5;1;6;;;1;74;;3;1;3;7;;;;6;;;;;;;;42;;;;;;;;;;;;;2;5;;;;;;;5;;1;1;19;1;;;;3;;1;;;;3;;1;;;;;1;1;2;;;;;;;;;;;4;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;5;1;;3;;;;;;;;;1;;1;;;;;;;8;;;;;;;;;;;;POLUIDO
Surfers Against Sewage;Caswell Bay;UK;North-east Atlantic Ocean;54;Rural;Pebbels;20161126;Monitoring;;-4.031.533.188.859.310;5.157.022.977.771.430;-4.030.792.356.329.320;51.570.056.524.027.500;;;1;;;;6;;2;;;;;;;;;;6;;;;;;2;2;;4;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;3;;;;;;4;;;;;;;;;;;;;;63;;;;;;;;;1;;;;;;;;;;;;;;;;;6;;;;;;;2;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LIMPO
gBqsPxAZ;Chesil Cove;UK;North-east Atlantic Ocean;441;Urban;Pebbels;20160314;Cleanup;;-24.479.996.859.315.900;50.557.021.523.807.800;-24.491.756.659.784.800;50.560.918.225.375.200;;;;;;5;2;1;;;;;;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;3;;;;;;1;;4;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LIMPO
UK Marine Conservation Society;Cramond;UK;North-east Atlantic Ocean;62;;;20160917;Monitoring;;-3.299.310.206.889.600;55.980.647.649.782.800;-32.983.102.068.068.700;55.980.647.649.782.800;;1;53;41;;11;;1;7;;5;1;;;;;;4;47;;;;;7;;11;2;73;;22;38;30;;;10;2;;;;;;;;17;83;;11;2;12;;;13;;;;;;6;61;;;1;1;;58;;;;;1046;526;;;;;;;;;;;204;928;;;2;2;12;;1500;27;;1;5;;;;;1;8;93;1;;12;7;;;67;76;5;12;1;1;2;7;9;;;112;;1;;;;;5;;;1;;;27;1;41;17;2;;;1;;7;;;;;9;;;;1;2;22;;;;;;;;10;136;3;;POLUIDO
Surfers Against Sewage;godrevy;UK;North-east Atlantic Ocean;136;Rural;Sandy;20160706;Cleanup;;-5.391.869.013.438.470;5.023.363.157.304.030;-5.391.734.266.145.860;5.023.241.409.172.030;;;0;0;;0;0;;0;;;;;;;;;;7;;;;;;0;;;0;;;;1;1;;;;;;;;0;;;;3;;0;;;;;;;;;;;;;;;;;;0;1;;;;2;;;;;;;;;;;;4;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;0;;;;LIMPO
gBqsPxAZ;hove;UK;North-east Atlantic Ocean;1530;;;20160410;Cleanup;;-0.17898411103047984;5.082.443.129.695.750;-0.2007635647696382;508.263.937.273.641;;;7;0;;10;8;;4;;;;;;;;;;15;;;;;;0;;;10;;;;3;17;;;;;;;;0;;;;37;;15;;;;;;;;;;;;;;;;;;4;23;;;;2;;;;;;;;;;;;5;;;;;;;;28;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;LIMPO
UK Marine Conservation Society;Langland Bay;UK;North-east Atlantic Ocean;68;;;20160917;Monitoring;;-4.013.185.666.018.110;5.156.783.504.006.310;-4.012.185.665.935.410;5.156.783.504.006.310;;;5;3;;8;;;3;;;;;;;;;;61;;;;;2;;;2;34;;4;3;21;;;;;;;;;4;;;6;33;;6;5;2;;;14;;;;;;2;13;;;1;1;;2;;;;;81;96;;;;;;;;;;;15;3;;;1;;;;5;7;;;2;;;;;;;7;;;;;;;2;;8;1;;;;3;1;;;4;;;;1;;;2;;;500;54;2;6;;4;2;1;;;;;8;;;;;3;;;;1;1;9;;;;;;;;;;;;POLUIDO
gBqsPxAZ;Marlfield;UK;North-east Atlantic Ocean;493;Rural;Other (mixed);20160918;Cleanup;;-5.577.879.891.250.100;5.440.710.966.646.520;-5.579.016.380.458.750;544.027.333.881.107;;;;;;8;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LIMPO
Surfers Against Sewage;Oxwich;UK;North-east Atlantic Ocean;106;Rural;Sandy;20161126;Monitoring;;-4.161.426.129.412.270;51.555.367.403.726.700;-4.161.243.138.097.340;515.563.147.325.285;;;;;;;;;;;;;;;;;;;6;;;;;;;;;2;;;;1;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LIMPO
Surfers Against Sewage;Perranporth (Surfers Against Sewage);UK;North-east Atlantic Ocean;120;;;20160714;Cleanup;;-5.154.433.051.311.340;5.034.857.478.137.440;-51.537.930.016.714.100;5.034.957.433.844.510;;2;5;0;1;5;5;;17;;1;15;;;;;;;66;;;;;1;55;;1;30;;;;4;0;;1;;;;;;0;;;;34;;30;1;;;;;;;;;;1;;;;;;;10;0;1;292;1;1;;;;;;;;;;;;22;;;;;;2;;10;1;;;;;;;;;;3;2;;;;;;1;2;1;4;;;;;;;5;;;1;12;;;;11;;;;;;8;0;0;15;1;;;;;;;;;5;6;;;;1;2;13;;;;;;;;4;;3;;POLUIDO
UK Marine Conservation Society;Sand Bay;UK;North-east Atlantic Ocean;69;;;20160917;Monitoring;;-2.961.770.296.023.680;5.137.673.635.025.440;-29.607.702.959.409.800;5.137.673.635.025.440;;5;20;2;;15;;10;5;;9;;;;;;;;92;;;;;5;;4;;130;;7;7;27;;;3;1;;;;;;;;5;35;;15;6;7;;;16;;4;;;;4;17;;;2;1;;23;;;;;518;199;;;;;;;;;;;162;;;;2;3;2;;2;26;;;;;;;;;2;5;;;1;;;;7;;2;;;1;1;;;;;5;1;;;;;;7;;;9;3;;4;;5;2;;;;1;;1;;;;;1;;;;;;5;;;;;;;;7;1;;;POLUIDO
gBqsPxAZ;Sandwood bay;UK;North-east Atlantic Ocean;1315;Rural;Sandy;20160320;Cleanup;;-50.510.887.266.291.300;5.854.249.382.288.510;-5.069.392.365.870.400;5.853.547.019.618.500;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;LIMPO
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 
